#num, CALIFA_ID,ned_name,ra,dec,Mr,u-r,objID,fiberMag_r,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroRad_r,petroR50_r,petroR90_r,z,re
478,K0479,NGC4003,179.4959763,23.12489829,-21.71,2.68,587742014892343326,16.14303207,15.99419498,14.10284615,13.24730301,12.82466888,12.62461758,23.49652481,9.595436096,26.59296989,0.0218996,9.8999996185
479,K0480,NGC4002,179.4970621,23.20204139,-21.8,2.66,587742014892343354,15.66933346,15.91023827,14.04352951,13.19221687,12.76154327,12.52265453,16.32445908,6.819545269,21.18283844,0.022089,8.7119998931
480,K0481,NGC4008,179.5709207,28.19247438,-21.77,2.71,587741709958447204,14.8700695,14.72848225,12.76654053,11.96376801,11.53656197,11.30992794,24.90451241,10.19743347,31.76055145,0.012075,13.067999839
481,K0482,NGC4012,179.6147005,10.02150023,-20.69,2.37,587732771591159942,16.79077721,15.81083012,14.01222515,13.37862015,13.0037241,12.85765743,24.41500282,11.07002544,26.97762871,0.0138985,11.088000297
482,K0483,NGC4018,179.6698477,25.31634036,-20.32,2.22,587741726576607381,17.77967644,16.12131119,14.49033356,13.85181522,13.49386692,13.41589928,26.37646866,11.51916885,26.71473503,0.0149388,11.484000206
483,K0484,NGC4015NED01,179.6774959,25.03661919,-21.1,2.78,587742190439956521,15.40777016,15.8520546,13.85209656,13.01384354,12.58389187,12.34709835,17.74165726,7.089505672,23.35176277,0.01448,10.295999527
484,K0485,NGC4017,179.6902832,27.45243691,-20.73,1.88,587741602030026825,16.8884201,14.85156536,13.35653782,12.91705704,12.74444485,13.12854862,39.83686829,16.93586922,34.99160767,0.0115384,14.255999565
485,K0486,UGC07012,180.5131083,29.84798242,-19.34,1.42,587741532789211171,17.51961136,15.53075123,14.43133259,14.05515957,13.86743069,14.04397488,19.88243484,9.391019821,25.55607986,0.0102154,11.088000297
486,K0487,UGC07017,180.5938063,29.86176564,-19.92,1.87,587741532789211228,16.8155899,15.42271996,14.1213398,13.50884056,13.20689869,12.970438,18.68196297,8.679927826,24.80921555,0.0104008,8.3159999847
487,K0488,UGC07016,180.5998927,14.84364986,-21.81,2.54,587738569238511684,16.12095261,16.04454613,14.23679829,13.41910458,12.97776413,12.7291851,20.53280449,8.862686157,26.47662544,0.0242684,9.50399971
488,K0489,NGC4047,180.7111815,48.63620086,-21.39,2.11,588297865805168661,16.13637161,14.34601307,12.77192783,12.17821693,11.83710289,11.73969555,28.8736496,13.21889877,30.25947952,0.0114793,15.444000244
489,K0490,UGC07031,180.8397649,29.41981034,-19.32,1.83,587741532252471355,17.91100121,16.28086281,14.84595299,14.38767624,14.1802702,14.14098072,26.92305946,10.98278904,27.09384537,0.0119221,11.880000114
490,K0491,UGC07041,180.9570208,29.71545538,-18.48,2.39,587741489839866014,18.74202919,17.41024208,15.4139185,14.9718771,14.83950806,14.95716763,25.36012268,10.93283558,28.24555016,0.0107539,15.840000152
491,K0492,SDSSJ120353.51+252556.6,180.9737562,25.4338211,-18.71,1.29,587742190977351771,18.1221199,15.92638493,14.86397171,14.58523846,14.57037067,14.93678284,36.76968384,12.53959084,31.53782082,0.0108161,14.255999565
492,K0493,NGC4070,181.0470659,20.40983552,-22.34,2.67,587742577514446885,15.52062511,15.58712578,13.69601536,12.84593964,12.41868305,12.18811989,21.17088127,9.235116005,27.89028931,0.023961499,13.067999839
493,K0494,NGC4078,181.1984668,10.5956249,-20.2,2.42,587732772128686148,15.11704731,15.40280724,13.64808655,12.91551018,12.47273827,12.23274708,12.18245983,5.141421795,16.01828575,0.008386,6.3359999656
494,K0495,UGC07082,181.3839193,51.50458771,-21.48,2.6,587732134311624747,17.08734703,16.69410324,14.66641808,14.03663158,13.77437782,13.60695934,24.36630821,10.45541382,26.17114449,0.0284131,12.276000022
495,K0496,UGC07100,181.6853184,17.71535726,-20.57,2.33,587742864750215257,17.68166161,16.01137733,14.22556496,13.5890789,13.23238945,13.10677147,27.66320992,12.08751774,28.20033073,0.014425,12.276000022
496,K0497,NGC4131,182.1970336,29.30476922,-20.76,2.49,587741489303453748,15.08434486,15.61810398,13.84132195,13.08110619,12.6835041,12.44464302,12.17971611,4.918315887,16.61434555,0.0123958,5.5440001487
497,K0498,NGC4134,182.2917043,29.1769042,-20.81,2.64,587741489303453815,16.15011215,15.70917702,13.58569813,13.02130318,12.77505875,12.84927559,25.99218369,11.59944439,26.99238205,0.0127934,13.067999839
498,K0499,UGC07141,182.4146723,23.28941993,-20.73,2.07,587742014893523103,17.43636894,16.53295708,15.03942585,14.3807373,14.00909424,13.82060337,18.67126083,8.429421425,22.86613083,0.0230936,9.8999996185
499,K0500,UGC07145,182.462433,38.21862504,-20.94,2.37,587739098599260271,17.86402702,16.47012711,14.67080402,14.04244804,13.73418903,13.73870373,26.56427002,11.72308826,27.08682632,0.0221579,12.276000022
500,K0501,NGC4148,182.5331756,35.87760573,-21.25,2.67,587739408391929866,15.68127728,15.83231926,13.94747353,13.11799049,12.6983223,12.50297165,24.36346054,9.267403603,30.38657761,0.0225379,13.859999656
501,K0502,NGC4149,182.6368768,58.30413575,-20.2,2.25,587731891652526130,16.49471092,15.37876511,13.78303909,13.08117867,12.65242577,12.40523529,25.10593987,10.52219677,27.51908493,0.0102718,11.088000297
502,K0503,NGC4155,182.6903576,19.04084058,-22.17,2.73,588023668097482759,15.60942745,15.88418865,13.93536377,13.07998753,12.6484251,12.41515255,21.31733322,8.293894768,26.90632057,0.024918901,12.276000022
503,K0504,UGC07180,182.7231637,66.92404426,-21.12,2.22,587725816950095959,17.0952282,16.09840393,14.50446033,13.83611965,13.46998692,13.19006252,21.33658981,9.384057999,22.58263016,0.0226005,9.1079998016
504,K0505,UGC07179,182.7414513,63.91437374,-19.82,2.68,587728676857053197,17.41002846,15.84225273,13.94181347,13.12122726,12.71029854,12.43124962,34.70718765,15.23740673,34.31092834,0.00879326,16.631999969
505,K0506,NGC4158,182.7923457,20.17567005,-20.4,2.28,587742576978296853,16.07087135,14.96259403,13.22895527,12.60974503,12.26762581,12.29310322,27.35699654,12.15850067,29.17092133,0.00821481,13.859999656
506,K0507,IC0768,182.9484029,12.14371308,-20.05,2.39,588017566025777287,17.54964447,16.40668106,14.48182869,13.94326115,13.76614571,13.86374664,28.57970047,13.22358894,27.44758797,0.0133688,14.652000427
507,K0508,NGC4162,182.9687269,24.12361039,-20.68,2.48,587741724967305222,16.05014801,14.96724319,12.96116543,12.40488911,12.01915836,11.94146729,30.85592842,14.24716854,31.98851395,0.008553,18.215999603
508,K0509,NGC4168,183.0719422,13.20519852,-21.23,2.68,588017704542404685,15.38611507,14.35955906,12.38428974,11.59609699,11.17642593,10.94831753,31.65436554,13.78524017,38.1942482,0.00760154,20.988000869
509,K0510,NGC4169,183.0782401,29.17940328,-21.68,2.66,587741489303781415,14.99948025,14.85417461,12.94333935,12.14131451,11.73286629,11.48589516,18.42126656,7.853845596,24.47912979,0.012525,8.7119998931
510,K0511,NGC4175,183.1280233,29.16856232,-19.81,3.08,587741489303781544,17.98644447,17.26385117,15.09958553,14.13155556,13.60115719,13.28965092,42.34900665,10.63703918,32.31167221,0.0136892,11.880000114
511,K0512,IC0769,183.1346902,12.12380948,-19.75,2.74,588017566025842748,17.55559349,15.89042473,13.65275574,13.07325649,12.89809608,13.14936733,44.90542603,21.76803207,47.21168137,0.00732762,24.156000137
512,K0513,NGC4180,183.2626858,7.03893019,-20.42,2.34,588017728687636498,15.58698654,14.64722061,13.02615166,12.26628876,11.85377598,11.60629559,23.15673256,10.1877346,25.69407272,0.006901,10.692000389
513,K0514,IC3046,183.282789,12.9182185,-21.09,2.22,588017567099650193,16.68268776,16.66510582,14.91722202,14.36381531,13.94336987,13.81625843,20.76293945,6.977021694,20.59568214,0.026946001,7.5240001678
514,K0515,NGC4185,183.342469,28.51096372,-21.32,3.11,587741603105210388,17.05190659,15.7105341,13.26040745,12.55356026,12.25053596,12.33552265,48.504673,22.51089478,44.14299393,0.0129551,26.927999496
515,K0516,NGC4191,183.4600045,7.20089522,-20.36,2.52,588017724936683621,15.17797947,15.27206707,13.46633053,12.7049284,12.31775475,12.12153339,18.95165634,7.877449989,24.14630318,0.00882009,9.8999996185
516,K0517,NGC4200,183.6842847,12.18075759,-19.95,2.67,588017566026104851,15.9089222,15.73213291,13.71882439,12.9942112,12.62147141,12.48988914,28.11397171,10.94209957,28.56359673,0.00782949,12.276000022
517,K0518,NGC4210,183.8160033,65.98532232,-20.38,2.51,587728679541604461,16.62161636,15.18452168,13.26165771,12.63034248,12.28852081,12.27777672,40.89843369,17.49703598,32.64834976,0.00906506,19.403999328
518,K0519,UGC07270,183.8934923,21.83268993,-21.09,2.74,587742060535676938,17.06319809,16.76119614,14.73320293,13.95350838,13.49362373,13.27406502,25.4716835,10.54286385,27.26129723,0.0225136,13.463999748
519,K0520,NGC4211NED02,183.905508,28.16962369,-19.94,2.2,587741722819493916,16.94342041,17.32447624,15.7553339,15.06683064,14.65837955,14.37872601,7.454534054,3.518404007,9.985739708,0.022311,6.7319998741
520,K0521,NGC4213,183.9065277,23.98186777,-22.09,2.66,587741724967632990,15.46255875,15.7285614,13.83543873,12.97393322,12.53024387,12.2850771,20.65947533,8.157289505,27.38984489,0.022398399,16.236000061
521,K0522,UGC07286,183.9968589,27.44219796,-21.06,2.7,587741721745817632,16.77830696,16.96787453,15.0145359,14.22506714,13.84122086,13.55737972,11.91786289,5.405436993,15.45080471,0.02557,5.5440001487
522,K0523,NGC4227,184.1403912,33.52205989,-22.28,2.68,587739610237763635,14.8813076,15.32098961,13.41522789,12.61352539,12.22160149,11.98335171,15.76361847,6.602033615,21.51714706,0.021565,7.9200000762
523,K0524,NGC4238,184.2325796,63.40992605,-19.29,1.87,588009372838592619,18.0086441,15.7049942,14.21322441,13.77662182,13.62713909,13.89626789,30.69625092,13.29704475,29.82662582,0.00929859,14.255999565
524,K0525,NGC4233,184.2819993,7.62439423,-20.99,2.74,588017725473947655,15.0252142,14.74652576,12.77155018,11.94914341,11.51214886,11.28866005,19.9237175,8.46238327,28.41695404,0.00763349,10.295999527
525,K0526,2MASXJ12170922+1227142,184.2886459,12.45402642,-18.34,2.12,588017703469187164,18.3859539,16.49679756,14.84542751,14.30121231,14.00288773,13.90567207,34.53823471,13.09942627,32.27196121,0.00725108,14.652000427
526,K0527,NGC4256,184.6794803,65.89826548,-21.2,3.03,587728679541800973,14.79111958,14.76176834,12.52028561,11.67046452,11.18379116,10.88829231,34.1399765,14.86372185,51.40454865,0.008456,19.00799942
527,K0528,IC0776,184.7629943,8.85615314,-18.69,1.94,587732769982775318,18.8978157,16.29906273,14.85201836,14.30844879,14.31098557,15.74567795,42.89894867,16.50537682,32.20606995,0.008142,21.780000686
528,K0529,UGC07358,184.8009286,49.35464898,-20.18,2.35,588295840713932919,17.68628693,15.90617561,14.03378677,13.5062027,13.2207613,13.22725582,38.12125778,14.29366589,32.40192795,0.0121377,15.444000244
529,K0530,UGC07367,184.8837257,49.81572186,-21.38,2.68,587732483286564919,15.16625977,15.26349449,13.34062099,12.54106426,12.14238739,11.89795589,18.95951843,7.733121395,24.27914619,0.0136555,7.9200000762
530,K0531,NGC4272,184.9485024,30.3390818,-22.4,2.75,587741533327786000,15.81407833,15.88357735,13.92780113,13.08791351,12.65765285,12.42669964,20.18339348,8.755847931,26.63271713,0.0281833,11.880000114
531,K0532,NGC4284,185.052556,58.09288414,-20.56,2.44,587735696980639773,17.02153206,15.8629961,13.98176289,13.38711357,13.06668186,13.02471733,28.072855,12.48650837,29.81455231,0.013973,15.444000244
532,K0533,NGC4290,185.1980029,58.09250885,-21.04,2.68,587735696980705286,15.65113354,14.92307472,12.9243784,12.21428776,11.86274529,11.86328697,37.16751099,17.33807945,34.52656937,0.010046,20.591999054
533,K0534,UGC07416,185.4132212,40.8489294,-21.81,2.41,588017979966947360,16.03801346,15.70111847,13.84865856,13.23631859,12.96235561,12.97557449,31.16772079,13.16297531,30.9202404,0.0229926,15.840000152
534,K0535,IC3203,185.4401022,25.88465396,-20.97,2.8,587742191515992243,16.74568176,16.98103905,15.05165768,14.11683369,13.61114025,13.23148537,11.74662304,5.472648144,17.11978531,0.0230745,5.1479997634
535,K0536,NGC4305,185.5150038,12.7409246,-19.87,2.89,588017704006582329,16.47006416,15.67175388,13.41864586,12.67750168,12.34813309,12.50626755,40.94997787,18.383255,40.51332474,0.00644033,20.988000869
536,K0537,NGC4306,185.51711,12.78748454,-19.49,2.54,588017704006582422,17.45685387,15.79168797,13.82248974,13.14595127,12.80508709,12.82419014,32.81496048,14.44217968,34.53494644,0.00508567,20.195999145
537,K0538,NGC4351,186.0062454,12.20477318,-20.13,1.91,588017566027087895,17.49996758,14.7262764,13.17486095,12.74971485,12.58585739,12.8304882,41.17014694,18.48958778,39.67721939,0.00767375,24.552000045
538,K0539,NGC4352,186.0209344,11.21806743,-19.97,2.7,587734894366294069,15.6852026,15.45542431,13.44686508,12.69734383,12.31979561,12.17971706,25.14304161,9.897465706,27.81041527,0.00698947,13.463999748
539,K0540,IC3300,186.2707324,25.95755221,-20.88,2.49,587742191516319905,17.68311119,16.67013741,14.76424694,14.12642288,13.80946445,13.67391396,22.82926559,10.00932026,23.15955162,0.0222483,9.50399971
540,K0541,IC3305,186.3104167,11.84960105,-18.47,2.57,588017565490348088,18.4570179,17.10954094,15.15206718,14.47625923,14.12086105,14.35595226,24.58568382,11.32979965,28.63181305,0.007989,13.067999839
541,K0542,NGC4383,186.3563396,16.47012197,-20.06,1.48,587742901788147719,14.81495476,13.77547169,12.82291412,12.24015617,11.97096348,11.82983017,18.69279671,7.888094425,24.97273445,0.005657,10.692000389
542,K0543,NGC4405,186.5297614,16.18099487,-20.15,2.21,587738570851680271,16.38363075,14.46725941,12.83906937,12.1954565,11.84558201,11.70174122,35.02729034,15.63166809,34.07256317,0.00581319,16.631999969
543,K0544,IC3376,186.9597481,26.99352614,-21.8,2.57,587741721210060891,15.50204945,15.98583126,14.17967892,13.35806465,12.93454742,12.67458916,14.36194229,5.803669453,17.01423836,0.0238312,6.7319998741
544,K0545,NGC4450,187.1232848,17.085006,-21.58,2.81,587742774024798213,14.29953098,13.86001015,11.82439899,10.98021698,10.53764248,10.19007206,37.82943726,15.04841042,36.77597427,0.006444,30.888000488
545,K0546,IC3392,187.1802266,14.99950888,-20.0,2.62,587735348576124946,16.66947746,15.02349758,13.00502014,12.31121445,11.89829636,11.85326195,38.32188797,17.28040695,36.78699875,0.00591395,20.591999054
546,K0547,IC0796,187.3596749,16.40474006,-19.15,2.19,587742772951121967,16.92143631,15.25638103,13.62340546,12.98935509,12.66821861,12.52435493,23.24370575,10.48812199,25.8048687,0.0051634,11.484000206
547,K0548,NGC4470,187.407406,7.82420254,-20.44,1.5,588017729763147815,17.23140335,14.0217762,12.90020943,12.46448708,12.23283768,12.21289063,27.07419205,13.26785564,26.61295509,0.0078655,13.859999656
548,K0549,NGC4475,187.4482188,27.24333426,-21.55,2.26,587741601496170525,16.9163475,15.99388599,14.28475761,13.67294788,13.40571976,13.57333374,33.44764328,13.5321846,31.30864716,0.024684999,15.048000335
549,K0550,NGC4474,187.4731011,14.06857696,-20.55,2.57,587738568167718946,14.78840446,14.34142399,12.43348312,11.67337418,11.26913834,11.07453823,28.39620972,11.14318943,34.74938202,0.00529,15.048000335
550,K0551,NGC4476,187.4961639,12.34865113,-20.3,2.29,588017703470563376,15.36865807,14.63888741,12.98951817,12.28609753,11.91965961,11.73006916,21.13172722,8.895017624,27.92401886,0.00657499,11.880000114
551,K0552,NGC4500,187.8423064,57.96457745,-20.77,1.82,587735696981295178,14.96079826,14.38073635,13.07012463,12.53289986,12.26634121,12.11585426,18.80058289,7.356659889,24.80983734,0.01022,8.7119998931
552,K0553,NGC4495,187.845342,29.13648124,-20.81,2.39,587739719751303275,16.47929573,15.8168602,14.06465626,13.38014984,13.05282307,12.90010262,22.31422806,9.679626465,25.21689224,0.0151849,12.671999931
553,K0554,IC3453,187.9072592,14.85978462,-18.72,1.16,587738569241657355,18.75874138,15.60733223,14.70420265,14.36861801,14.27922821,14.38451481,24.779953,11.13653278,25.06821632,0.00851431,17.423999786
554,K0555,IC0797,187.9782396,15.1241108,-19.4,1.68,587735348576452640,17.94280052,15.06213188,13.77660847,13.30560875,13.09462833,13.24335194,31.46816063,14.61082745,33.35119629,0.006988,20.591999054
555,K0556,IC0800,188.4860865,15.35481233,-19.51,2.1,587738569778724901,17.95392418,15.60081959,13.9360733,13.40799332,13.19557095,13.45073318,37.41018295,18.32126427,33.71860886,0.00787477,23.36400032
556,K0557,NGC4545,188.6422586,63.52507647,-20.25,2.15,588011125188067370,17.23913574,14.92665005,13.26117706,12.74813652,12.52598095,12.66366005,38.67515182,18.18964005,38.37839127,0.00911769,20.591999054
557,K0558,UGC07740,188.6754769,49.32460863,-20.88,2.24,587732482750808161,17.78796387,16.95120621,15.30892563,14.67738438,14.29381847,14.05734825,21.7364769,9.057415009,21.67375565,0.0293754,8.3159999847
558,K0559,NGC4555,188.9216235,26.52308046,-22.71,2.78,587741720673976340,15.02873898,15.09279251,13.12187958,12.27719212,11.86490345,11.63343716,21.98750305,8.768770218,27.93518066,0.0222435,12.276000022
559,K0560,NGC4556,188.9410662,26.90888776,-22.26,2.92,587741721210847253,15.66774464,15.93178368,13.80893707,12.9702034,12.56423855,12.38630104,24.45800781,9.610068321,28.79363823,0.024791,14.255999565
560,K0561,NGC4570,189.2224193,7.24658921,-21.47,2.68,588017724939173964,13.77227402,13.58782578,11.65677547,10.85735607,10.4397192,10.1682539,24.02353096,10.10359764,33.16418457,0.005814,12.671999931
561,K0562,IC3598,189.337821,28.20815158,-21.55,2.57,587741722821591063,16.22920227,16.34545135,14.56997204,13.73145962,13.30267429,13.04926014,14.42403984,6.499241829,19.08805275,0.0256001,7.1279997825
562,K0563,NGC4578,189.3773345,9.5550705,-20.93,2.85,587732771058483253,14.78803062,14.81098652,12.68969822,11.91108894,11.53347301,11.29815674,22.29498863,8.974458694,27.04558754,0.007605,18.215999603
563,K0564,UGC07799,189.4809885,34.02232013,-21.0,3.22,587739302608044158,17.3646946,17.23707962,14.8275547,13.97322178,13.46930218,13.25115681,30.06884003,11.4073801,31.03126907,0.0223,13.067999839
564,K0565,NGC4584,189.5744688,13.10990242,-19.28,2.4,588017704545222673,17.20724869,15.62815952,13.74135208,13.13487625,12.7924881,12.7875967,32.20391846,13.88037014,31.15407181,0.00582595,17.027999877
565,K0566,NGC4598,190.0497138,8.38373268,-19.66,3.09,588017726550179866,16.76017761,16.05504608,13.61768436,12.9106369,12.56537533,12.46257496,33.05131531,15.05867386,32.74041367,0.00656051,19.00799942
566,K0567,UGC07848,190.2386982,63.51960151,-19.07,2.59,588011125188395136,18.55697823,16.40558052,14.25992012,13.77428246,13.59638214,13.99701881,38.1180191,17.72547722,35.69199753,0.00837439,19.799999237
567,K0568,NGC4612,190.3864555,7.314885,-20.83,2.5,588017729227587643,14.51013184,14.12210178,12.22828388,11.55793762,11.17854881,10.9625473,28.39052582,12.16881466,32.32728958,0.006208,16.236000061
568,K0569,NGC4644,190.6777579,55.14552627,-20.67,2.35,587733196769591327,16.66510773,16.04043198,14.35489845,13.63697243,13.26543045,13.05965328,18.17214394,8.26072216,22.98084831,0.016453801,9.1079998016
569,K0570,NGC4644B,190.7193728,55.14580598,-19.18,1.97,587733196769591355,17.84388542,17.09257317,15.60060024,15.0700264,14.84443378,14.8562355,16.87991905,7.122389317,21.018507,0.0160367,11.088000297
570,K0571,NGC4641,190.7819318,12.05118445,-19.06,2.13,588017570311307321,17.23342514,15.77901554,14.15982437,13.5728178,13.27109623,13.37004471,32.69453049,14.64849186,37.82206345,0.00670188,25.343999862
571,K0572,IC3704,190.9398868,10.76992787,-21.57,1.93,588017992294531212,17.57021141,15.99591827,14.61090851,14.00995445,13.69845295,13.55830193,21.81886864,9.847237587,24.90341568,0.0289697,10.295999527
572,K0573,UGC07904,190.9881387,40.72958211,-19.44,1.53,588017979968782389,18.19477272,16.51441956,15.34144306,14.94631672,14.66828156,14.60295868,21.57909012,8.601143837,23.81909561,0.016978201,9.50399971
573,K0574,UGC07922,191.1353866,56.15019195,-20.22,2.1,587735694834663539,17.18484306,16.13098907,14.65403843,13.99315643,13.62497902,13.41501617,20.22481155,9.270465851,23.5927887,0.015843499,9.8999996185
574,K0575,NGC4675,191.3828443,54.73759661,-20.46,2.27,587733196232917029,16.83744431,16.06821823,14.48762226,13.75393867,13.35234165,13.12756252,20.60383415,9.19732666,23.37061882,0.015882,9.50399971
575,K0576,UGC07941,191.5035664,64.56935162,-18.29,1.82,587728677932433466,18.6612072,16.24636841,14.68835926,14.37484741,14.2719574,14.65929508,32.01710892,14.4203043,40.28604507,0.00772928,17.423999786
576,K0577,NGC4676,191.5421177,30.73191579,-21.04,2.37,587739721900163101,17.86339378,16.32920837,14.76980877,13.91836166,13.51608181,13.38214016,17.28522301,8.974664688,25.14331627,0.022176599,16.236000061
577,K0578,NGC4686,191.6661745,54.53424432,-22.03,2.84,587733080277909545,14.8499794,15.17241192,13.15306473,12.29060841,11.85096169,11.5796566,19.25364876,8.122629166,27.42132187,0.016752,9.1079998016
578,K0579,UGC07959,191.9248531,26.98161721,-21.6,2.69,587741601497940024,15.52050304,16.23560905,14.35152531,13.51622009,13.10745811,12.81218815,8.787108421,3.858312368,11.64623165,0.0238786,4.3559999465
579,K0580,NGC4711,192.1911219,35.33270271,-20.72,2.33,587739407858466990,17.21434021,15.59715176,13.81971359,13.21834373,12.90144157,12.83142662,26.85901451,12.98932743,26.56275558,0.0135919,13.067999839
580,K0581,UGC08004,192.9082048,31.3527631,-20.4,2.3,587739504472883317,18.56441689,16.73792839,14.90742588,14.40740395,14.24168777,14.4622221,30.54621887,13.27437115,27.94828796,0.020668199,14.652000427
581,K0582,NGC4746,192.9797683,12.08353806,-19.58,2.17,588017570312290322,17.43015099,15.08937168,13.55082321,12.83313942,12.47062397,12.24333191,33.38324738,14.80717754,36.4692955,0.00584915,17.819999694
582,K0583,NGC4779,193.4618081,9.71006636,-20.67,2.24,588017991221903377,15.79691696,14.88100243,13.33179092,12.59240437,12.40721321,12.48400402,39.63972855,17.88885117,36.73077011,0.009443,20.988000869
583,K0584,UGC08025,193.5103322,29.60360713,-21.28,2.74,587741532794126498,16.83201027,16.38306618,14.422719,13.59472656,13.11262417,12.79824257,24.82598877,10.40907764,28.83427429,0.021095701,9.8999996185
584,K0585,UGC08040,193.6814504,58.77641801,-19.05,1.74,587732589570686979,17.45671654,15.55994797,14.31603718,13.79356956,13.5505352,13.41976166,25.26698875,11.21413326,26.73588562,0.008412,11.484000206
585,K0586,NGC4795,193.7619008,8.06554695,-20.96,2.44,588017730302771288,15.10801601,14.8157177,13.05790329,12.29246235,11.87051582,11.61959362,20.01607132,9.208821297,30.48414993,0.00932653,15.444000244
586,K0587,IC0836,193.9762605,63.61161831,-19.16,2.71,587728676859215922,16.81976318,16.61788559,14.69175243,13.86938572,13.1714344,12.8585968,18.96339226,8.201420784,24.68258095,0.009213,10.295999527
587,K0588,NGC4816,194.0506207,27.74547548,-22.13,2.89,587741602572468284,15.68130016,15.81491375,13.74037933,12.90519142,12.51614094,12.37506676,32.77274323,12.71314621,36.44664001,0.023083,20.591999054
588,K0589,NGC4841A,194.3831294,28.47693917,-22.25,2.82,587739719216988184,15.54756165,15.58183861,13.57894516,12.73790932,12.3114481,12.11885452,23.81161118,9.4662714,30.46103859,0.0226056,13.067999839
589,K0590,NGC4846,194.4486943,36.37071358,-20.6,2.29,587738950953795613,16.33952332,15.88483715,14.20854568,13.55340672,13.24442673,13.12813473,19.62339401,8.488693237,22.74048615,0.0151352,9.1079998016
590,K0591,NGC4859,194.7576119,26.8156633,-21.56,2.73,587741601499054105,15.85762882,16.2993412,14.38916969,13.54703236,13.12947559,12.88196182,13.94505882,6.301540375,19.72064018,0.023889899,7.1279997825
591,K0592,NGC4874,194.8987837,27.95926026,-22.68,2.98,587741722823753811,16.32000542,15.43104744,13.29498482,12.43364143,12.00643444,11.83983326,37.65378571,14.69718361,39.97725296,0.02393,27.719999313
592,K0593,UGC08107,194.9157354,53.34116886,-21.93,3.11,587733079205085271,16.97668076,16.66991425,14.30710983,13.50288582,13.05169678,12.8631134,26.72231483,11.33053207,28.17931938,0.0276877,15.444000244
593,K0594,NGC4892,195.0146979,26.89811352,-21.24,2.52,587741601499119700,16.30308533,15.99529171,14.21283817,13.45406342,13.07849121,12.85235596,19.79211617,8.50496769,23.37298584,0.0197802,8.3159999847
594,K0595,NGC4895,195.0746899,28.20238984,-22.28,2.72,587741723360690227,15.67640781,15.95609093,14.0111227,13.20398235,12.80412674,12.54150295,14.42860699,6.064123154,20.15056229,0.0284681,7.1279997825
595,K0596,UGC08119,195.1268092,48.30845257,-21.96,2.73,587735428542890034,16.15480995,16.32995605,14.4823761,13.5661211,13.10658741,12.84135246,20.73039436,8.40442276,26.17655182,0.029005799,8.7119998931
596,K0597,IC0843,195.3900004,29.13059509,-21.74,2.77,587739706865090570,15.76791286,16.26475143,14.33784962,13.45681572,13.00320148,12.70536423,13.69911289,5.83677721,18.09135056,0.0245746,6.3359999656
597,K0598,IC4088,195.4307223,29.04465702,-21.33,2.95,587739706865090767,16.72152519,16.7617569,14.52951717,13.77525806,13.40945244,13.2405901,21.95565796,9.212955475,25.954916,0.0236024,8.7119998931
598,K0599,NGC4931,195.7536455,28.03247495,-21.33,2.66,587741603109994530,15.13451862,15.89269924,13.94309235,13.20329952,12.81464386,12.61235237,11.46900558,4.622429371,15.59295273,0.017963,5.5440001487
599,K0600,NGC4944,195.9581209,28.1857282,-22.21,2.45,587741723361017901,15.40136719,15.31036472,13.56991863,12.84367275,12.48505688,12.25152016,18.41035271,7.524354458,24.08644867,0.0232719,8.3159999847
600,K0601,NGC4952,196.2432555,29.12223949,-21.88,2.69,587739720291385396,15.20179081,15.55845261,13.66069508,12.837286,12.43048477,12.18488407,17.50693703,7.050541401,22.47117043,0.0197878,9.50399971
601,K0602,NGC4956,196.2539418,35.17803139,-21.97,2.51,587739304757952525,14.86340332,14.79287338,13.00625229,12.25931072,11.88200855,11.67155743,18.2251091,7.703310013,22.84457779,0.015881,8.7119998931
602,K0603,NGC4961,196.4481794,27.73413793,-19.79,1.56,587741722824343608,17.1605854,14.76919937,13.55727768,13.18125343,12.99991131,13.06688309,28.80838776,11.4447546,28.13513947,0.00854882,13.067999839
603,K0604,NGC4978,196.9605237,18.41549228,-21.86,2.76,587742575373516842,15.21953201,15.92194939,13.93187332,13.0892992,12.66571045,12.40348244,13.83181667,5.581985474,19.25165176,0.0217505,7.5240001678
604,K0605,IC4202,197.1315777,24.70076562,-21.35,2.61,587742190446903435,16.72643661,16.43764687,14.5787878,13.77649975,13.30881977,13.03845024,24.01171875,9.775593758,28.98441124,0.023788899,9.1079998016
605,K0606,UGC08231,197.1564793,54.07437219,-18.68,1.53,587733080279351303,18.25577736,15.75468636,14.5486927,14.17521954,14.1154871,14.5743351,27.13548088,11.83164406,26.63005066,0.00825421,11.880000114
606,K0607,UGC08234,197.1937714,62.27169457,-22.41,2.35,588011124116095022,14.89338303,15.31471157,13.59867668,12.92842293,12.59061527,12.39339161,12.72782516,5.169129372,17.17008591,0.027039,6.3359999656
607,K0608,NGC5000,197.4478534,28.90694271,-21.36,2.39,587739706865877000,16.68262291,15.64365864,13.87215137,13.22822762,12.89003563,12.9149456,30.85566139,14.14896297,31.02819824,0.0186648,15.840000152
608,K0609,UGC08250,197.5839061,32.48318835,-19.8,1.92,587739609705808034,18.33337212,16.61809349,15.20770359,14.66713905,14.39968109,14.30245399,24.01868439,10.34273434,24.03880692,0.017596301,10.295999527
