#CALIFA_ID,ned_name,ppak_file,ra,dec,b,l,d_Mpc,modz,INFOmodz,IRSA_E(B-V),e_IRSA_E(B-V),Mr,u-r,objID,run,rerun,camcol,field,obj,type,flags,fiberMag_r,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,petroRad_r,petroR50_r,petroR90_r,isoA_g,isoB_g,isoA_r,isoB_r,isoAgrad_r,isoBgrad_r,specObjID,z,zErr,zConf,zStatus,specClass,velDisp,velDispErr,eClass,J,eJ,H,eH,K,eK,FUV,eFUV,NUV,eNUV,Fnu_12,Fnu_25,Fnu_60,Fnu_100,NEDNAME,CHANDRA_flux_aper_b,CHANDRA_hard_hs,mjd,plate,fiberid,FIRST_flux_int,FIRST_e_flux_int,FIRST_MajAx,FIRST_MinAx,FIRST_PosAng,abs_U,abs_G,abs_R,abs_I,abs_Z,abs_J,abs_H,abs_K,eabs_U,eabs_G,eabs_R,eabs_I,eabs_Z,eabs_J,eabs_H,eabs_K,MU50R,PETROTHETA,PETROTH50,PETROTH90,SERSIC_N,SERSIC_TH50,SERSIC_FLUX,CLASS,SUBCLASS,int_r_mag,PA,PA_align,PA_err,BA,BA_err,re,r90,r20,hlma,el_mag,hlr,circ_mag,sky,ba2,pa2
K0387,NGC3615,NGC3615,169.5277177,23.39732257,68.60509499,217.7830711,97.72,34.95,N,0.0180,0.0000,-22.39,2.89,587742189362151446,5224,40,2,113,22,3,68988047376,15.04591084,15.54968739,13.44667435,12.6124258,12.19999123,11.94544697,0.092711993,0.0682166,0.04947637,0.037516434,0.026599618,16.93156433,6.922566891,23.11178017,110.7378082,70.51198578,140.693634,80.49672699,7.930249214,3.211985588,701949539514318848,0.0220796,0.000207019,0.999441028,4.0,2.0,271.0910645,6.343587875,-0.171956003,12.243,0.059,11.648,0.045,11.433,0.070,0,0,0,0,0,0,0,0,NGC3615,0,0,0,0,0,2.07,0.134,0.36,0.00,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,12.159272193,48.020988464,41.268982,0.6404048800,0.6431933045,0.0053249346,10.692000389,55.835998535,2.3759999275,7.128,12.5359805251,5.94,12.6211539478,128.762450366,0.6431933045,48.020988464
K0388,NGC3614,NGC3614,169.5888783,45.74817011,63.7840666,161.5460773,35.32,32.74,N,0.0140,0.0003,-19.96,2.52,588017110217785386,3698,41,2,98,42,3,1125968894890000,17.40100098,15.37334156,13.50313854,12.82241631,12.48964214,12.62364864,0.072572798,0.053398371,0.038728952,0.029366992,0.020821564,47.92036057,21.38073349,46.53778458,175.3323669,96.62591553,189.7440338,103.6104736,8.207947731,3.006356239,404988882023612416,0.00773586,9.52e-05,0.996562004,3.0,2.0,-9999.0,-9999.0,-0.0518554,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.81,3.33,NGC3614,0,0,53054,1438,076,0,0,0,0,0,-16.985775,-18.455738,-19.14267,-19.493622,-19.486103,-20.581139,-20.629957,-20.509834,0.00988735729330035,0.00890300311649624,0.00889635787556753,0.00888381445407272,0.00906905925378692,0.00983688477663386,0.0112391310578214,0.011612382841218,21.453295,47.592445,21.445742,44.52058,2.940562,29.75042,3440.7769,GALAXY,STARFORMING,12.111691474,109.38576507,-82.647232,2.0703411102,0.7190209031,0.0181300342,28.511999130,70.092002868,13.067999839,11.88,13.0156573922,9.9,13.1257442846,128.943589372,0.7190209031,109.38576507
K0389,NGC3610,NGC3610,169.6052892,58.78625094,54.46181359,143.5421855,25.59,32.04,N,0.0103,0.0005,-21.16,2.37,587729386612719658,2243,40,3,284,42,3,2416054288,13.47556591,13.30621719,11.60164928,10.90700626,10.53754425,10.28888607,0.05295733,0.038965501,0.028261032,0.021429485,0.015193772,19.58841324,7.728846073,25.88859367,138.546402,122.5024567,155.7292023,131.4990692,7.912741661,4.887766361,0,0.005904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NGC3610,1.684e-14,-0.1869,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,10.532838821,147.18656921,-47.16943,0.9539394378,0.6298727393,0.0777846798,10.295999527,50.291999816,2.7720000743,8.316,10.885622216,7.128,10.9119748467,145.038175386,0.6298727393,147.18656921
K0390,UGC06332,UGC06332,169.819236,20.81354936,68.05943153,224.6661639,91.20,34.80,N,0.0217,0.0006,-21.78,2.65,587742012740862016,5183,40,1,254,64,3,71135531024,15.60507679,15.77765942,13.92255306,13.07931137,12.72309399,12.62558842,0.11234355,0.082661316,0.059952881,0.045460455,0.032232031,34.89532471,9.244995117,31.04879189,115.7276306,79.68703461,133.5621338,87.58285522,4.369051933,2.812981606,702794235828502528,0.0207716,0.000177148,0.999442995,4.0,2.0,179.9506073,5.178438187,-0.185464993,12.783,0.057,12.081,0.043,11.696,0.044,0,0,0,0,0,0,0,0,UGC06332,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.857660293,72.040824890,66.006828,26.071317672,0.8748800158,0.0507865697,9.5039997100,35.639999389,1.9800000190,7.128,12.99960667,6.732,13.0237879887,132.411338346,0.8748800158,72.04082489
K0391,NGC3619,NGC3619,169.8398189,57.75780873,55.35311267,144.4601942,23.55,31.86,N,0.0151,0.0021,-20.05,2.88,587731892186447890,2826,40,6,241,18,3,36775792656,14.70120049,14.77687454,12.670681,11.85855484,11.42281914,11.24861717,0.090023547,0.06623847,0.048041664,0.036428537,0.025828287,29.83456993,11.53081894,37.75048065,143.1266022,118.597641,165.0353394,137.9393616,7.005836487,9.111423492,0,0.00524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.44,1.70,NGC3619,0,0,0,0,0,2.74,0.144,8.16,0.39,151.2,,,,,,,,,,,,,,,,,,,,,,,,,,11.320162773,61.504802703,48.312805,2.0956325531,0.8525964617,0.0065856277,20.591999054,70.092002868,4.3559999465,9.108,11.8700496629,7.92,11.9701428186,131.009173661,0.8525964617,61.504802703
K0392,UGC06336,UGC06336,169.914199,24.92954438,69.2940453,213.8472474,113.24,35.27,N,0.0169,0.0002,-21.04,2.62,587741830196035706,5140,40,5,121,122,3,68988043280,16.55294991,16.94322014,15.13670826,14.27936172,13.83126545,13.54230309,0.087289795,0.064227,0.046582781,0.035322312,0.025043959,12.28417778,5.62112236,17.22938919,115.2321091,21.52672005,134.9983826,24.4897747,6.271588802,1.357936502,703075607994433536,0.0259609,0.000179042,0.998785973,4.0,2.0,167.7812958,6.214124203,-0.188755006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UGC06336,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,14.047560691,166.23901367,-20.303986,0.8433496356,0.3130569756,0.0485935993,5.5440001487,24.156000137,1.5839999914,7.524,14.1897630118,4.7521,14.2202851489,110.058090049,0.3130569756,166.23901367
K0393,NGC3625,NGC3625,170.1305576,57.78140826,55.42883962,144.218368,28.97,32.31,N,0.0128,0.0014,-18.84,1.85,587731892186513497,2826,40,6,242,89,3,1125934535151632,17.45064926,15.39712143,13.97849178,13.51160336,13.26794243,13.23381901,0.073337391,0.053960957,0.039136987,0.029676391,0.021040931,27.55140114,12.24110794,26.21575928,131.3952942,46.61553192,135.5847626,47.74760056,9.227777481,1.109178662,256085722279182336,0.00659783,0.00015508,0.998880982,3.0,2.0,-9999.0,-9999.0,0.050307699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NGC3625,0,0,52379,0909,562,0,0,0,0,0,-16.523132,-17.792051,-18.303493,-18.522005,-18.463902,-19.035147,-19.292555,-18.99091,0.0122000653581901,0.0116444068304227,0.0116427175965705,0.0116720068043131,0.0121992503560656,0.0132089996613212,0.0142066037977093,0.0145934292501064,20.937166,27.609018,12.918042,27.3169,1.8604076,13.9831505,2358.473,GALAXY,STARFORMING,13.329654693,168.68887329,-24.283127,0.6215210556,0.3410370349,0.0247243121,12.671999931,30.096000671,5.1479997634,13.0681,13.4138309311,7.92,13.493331224,114.788450212,0.3410370349,168.68887329
K0394,NGC3629,NGC3629,170.1325169,26.96335583,69.7855677,208.1711877,25.00,31.99,N,0.0184,0.0001,-19.14,1.66,587741709417906235,5112,40,4,393,59,3,1125900175413264,17.740345,14.60309792,13.25256824,12.89914989,12.86375713,13.36510181,0.094714016,0.069689669,0.050544761,0.038326561,0.027174011,45.27830887,19.68281174,38.25512314,133.6975708,91.47560883,140.4794159,97.88014984,3.618623734,3.292096376,623416644584079360,0.00508298,8.21e-05,0.99999398,3.0,2.0,-9999.0,-9999.0,0.072641797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NGC3629,0,0,53794,2214,638,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.510974884,60.942218780,53.868217,6.1021652221,0.7392975091,0.0194286517,27.719999313,53.459999084,16.236000061,13.464,12.7880129296,12.276,12.7288304375,123.451752205,0.7392975091,60.94221878
K0395,UGC06355,UGC06355,170.1663045,31.22197111,69.80594159,195.8193507,34.20,32.67,N,0.0162,0.0005,-18.32,1.46,587739608621908004,4623,40,3,86,36,3,1337042915168344,18.61894798,15.8894968,14.65896416,14.39222431,14.33143902,14.45064068,0.086144224,0.063384101,0.045971438,0.034858752,0.024715288,30.42242813,12.92132568,34.27798462,187.0027771,26.58600235,185.631424,28.19122887,9.007019997,1.04362011,557268464004235264,0.00735095,9.6e-05,0.859430015,3.0,2.0,-9999.0,-9999.0,0.233344004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UGC06355,0,0,53431,1979,166,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,14.222041130,106.84124755,-81.461754,0.1950174868,0.1853946149,0.0109902368,13.463999748,41.183998107,5.5440001487,13.0681,14.3370569433,5.94,14.4329457488,122.048192159,0.1853946149,106.84124755
K0396,CGCG126-035,CGCG126-035,170.2512963,24.30334961,69.46453377,215.7667928,123.03,35.45,N,0.0161,0.0001,-21.45,2.58,587742190436220969,5224,40,4,118,41,3,68988047376,16.30770111,16.66388321,14.80258179,14.0454855,13.67194271,13.42847824,0.082994118,0.061066285,0.044290364,0.033584043,0.023811504,15.11413288,5.73875761,19.57619095,106.8620377,28.38895607,115.8344574,31.38784409,6.087174892,1.359238267,703075607814078464,0.0282252,0.000182267,0.999251008,4.0,2.0,172.1829681,6.08466053,-0.156219006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CGCG126-035,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13.780195236,18.447042465,12.029037,0.8419085741,0.4210749566,0.0617150515,6.3359999656,31.284000396,1.5839999914,6.732,13.9967899348,4.356,14.0657937401,119.828549918,0.4210749566,18.447042465
K0397,UGC06380,UGC06380,170.5093913,50.59372396,61.02821968,152.8238265,100.46,35.01,N,0.0173,0.0010,-21.30,2.19,587732134308610121,2883,40,1,140,73,3,268570640,16.44795418,16.0035038,14.4399929,13.76449776,13.40336418,13.2039957,0.097278073,0.071576282,0.05191309,0.039364126,0.027909655,18.62541771,8.018951416,23.84466362,104.9977036,46.43215942,124.5980301,52.02104568,7.228479862,2.005706787,247359884264210432,0.0233186,0.000173595,0.999019027,4.0,2.0,132.3090057,7.120346546,-0.142754003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UGC06380,0,0,52353,0878,069,0,0,0,0,0,-18.50361,-19.902683,-20.555843,-20.91338,-21.065044,-21.415985,-21.680052,-21.437681,0.00246866017394229,0.00231783513641978,0.00231246883659184,0.00227361620499033,0.00223543263557284,0.00287074815285299,0.0030743411033718,0.00356296373309098,20.265802,20.52492,8.609774,24.255434,4.330974,13.847468,2007.3624,GALAXY,,13.499524116,69.032974243,56.637978,0.1745518445,0.4738130569,0.0025843987,8.7119998931,33.263999939,2.7720000743,7.92,13.6519798684,5.94,13.7314183074,126.709482227,0.4738130569,69.032974243
K0398,UGC06383,UGC06383,170.5108631,42.81926184,66.02188147,166.2703797,47.64,33.39,N,0.0187,0.0005,-18.82,1.70,588017949884285040,3893,41,6,104,112,3,36775792728,18.46133041,16.37343597,15.04316044,14.62803268,14.40116215,14.42216396,0.100004353,0.073582254,0.053367987,0.040467329,0.028691841,26.56193733,11.76288414,25.19195175,115.0433502,24.46820641,120.0519333,26.37469673,4.824352264,1.344134331,405551962726072320,0.010671,0.000111123,0.892394006,3.0,2.0,-9999.0,-9999.0,0.200167999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UGC06383,0,0,53084,1440,529,0,0,0,0,0,-16.340746,-17.523973,-17.933815,-18.15158,-18.11362,0,0,0,0.0171665288051349,0.0118265517914269,0.011729504948033,0.0118909047539718,0.0126324169420165,,,,21.949957,26.916721,12.301417,25.228537,1.7306502,10.607581,695.5426,GALAXY,STARFORMING,14.402907371,67.589454650,57.493454,0.1182061955,0.1754390299,0.0046681873,12.671999931,30.096000671,5.1479997634,12.276,14.5341646246,5.5445,14.5788862359,120.801947718,0.1754390299,67.58945465
K0399,NGC3649,NGC3649,170.5614319,20.20843347,68.47567214,226.8870826,65.16,34.07,N,0.0228,0.0002,-20.64,2.30,588023670239985712,5225,41,5,45,48,3,103348572176,15.65309048,15.84711742,14.25850201,13.49122524,13.1142807,12.83793545,0.117626011,0.086548097,0.062771901,0.04759803,0.033747599,11.89178753,5.421813965,15.03237438,113.6322632,40.69858932,146.6799622,45.39995575,5.856946945,1.594723582,0,0.01496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.891,0.059,12.159,0.047,11.652,0.043,0,0,0,0,0,0,0,0,NGC3649,0,0,0,0,0,2.81,0.153,3.74,0.00,129.8,,,,,,,,,,,,,,,,,,,,,,,,,,13.177852630,98.507003784,-86.549995,76.030792236,0.8007403612,0.0851440429,5.9400000572,28.908000946,1.5839999914,5.5445,13.4040976923,5.1481,13.391982248,113.550555555,0.8007403612,98.507003784
K0400,NGC3642,NGC3642,170.5745542,59.0745158,54.52640962,142.5543799,23.99,31.90,N,0.0110,0.0005,-19.89,2.12,587732582056525908,2987,40,3,103,84,3,268570640,15.21584797,14.19120598,12.65140247,12.04407597,11.65463829,11.6792469,0.056423649,0.041515984,0.030110855,0.02283215,0.016188279,32.80127335,14.18554211,36.20840073,133.5848541,115.9639664,145.8123627,117.9845581,5.313257694,3.614214182,267907752691499008,0.00532871,9.79e-05,0.999226987,4.0,2.0,76.89975739,4.142748356,-0.0157931,0,0,0,0,0,0,0,0,0,0,0.25,0.25,1.54,4.60,NGC3642,0,0,52398,0951,511,0,0,0,0,0,-17.41169,-18.840298,-19.45774,-19.84906,-19.827831,-20.728296,-20.988754,-20.668995,0.0292567212928662,0.0292276050052858,0.0292849796929165,0.0292165653952338,0.0295180182854087,0.0298726496087265,0.0302467530110643,0.0306335786848129,19.796122,35.20755,14.881047,36.979065,5.5008397,29.750399,11494.759,GALAXY,STARFORMINGBROADLINE,11.505228996,134.92709350,-58.519905,3.7079770565,0.9097226858,0.0226459447,20.591999054,60.588001251,6.7319998741,10.2961,12.1397476143,11.0881,12.0252414721,116.447249958,0.9097226858,134.9270935
K0401,IC2763,IC2763,170.5773236,13.06505278,64.86257905,242.5321982,26.42,32.11,N,0.0249,0.0010,-17.64,1.55,588017567631147019,3804,41,6,88,11,3,1125971042373648,18.38604736,16.15100479,14.95957756,14.53786087,14.36754704,14.38836193,0.133596122,0.098298758,0.071294457,0.054060429,0.038329516,26.06578255,11.22433758,25.62516785,124.9619827,24.57144547,125.9345474,28.12184525,4.748722076,1.491116643,451995239561822208,0.00522851,8.01e-06,0.945850015,6.0,2.0,-9999.0,-9999.0,0.446774006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IC2763,0,0,53062,1605,569,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,14.272708892,100.11253356,-83.081467,0.1003958284,0.1896839290,0.0045498539,12.671999931,36.035999298,4.7519998550,11.0881,14.4780251975,5.5445,14.4986540544,130.883972906,0.189683929,100.11253356
K0402,NGC3648,NGC3648,170.6312937,39.8768766,67.60674762,172.577396,30.34,32.41,N,0.0203,0.0007,-20.04,2.70,587738948289626153,4469,40,5,375,41,3,71135531024,14.8702383,15.16920853,13.22410679,12.42371464,11.99759865,11.7752018,0.103618607,0.07624159,0.055296764,0.04192986,0.029728794,21.50431824,8.25334549,24.75223541,106.4247971,63.17512894,115.9583435,71.51593781,4.228301525,2.63881731,0,0.006838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.069,0.050,11.436,0.048,11.167,0.057,0,0,0,0,0,0,0,0,NGC3648,0,0,0,0,0,4.75,0.131,0.77,0.00,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,12.248774528,74.846412658,65.315414,1.8821382522,0.5957610011,0.0163201559,7.9200000762,28.115999221,1.9800000190,7.92,12.4493284672,6.732,12.4859253971,101.231838109,0.5957610011,74.846412658
K0403,NGC3650,NGC3650,170.6474545,20.70391991,68.73945686,225.7160975,65.46,34.08,N,0.0233,0.0003,-20.98,2.68,587742059993366564,5194,40,1,374,36,3,1126003254628368,16.60284996,15.899827,14.05546951,13.16486645,12.70089245,12.38210297,0.120265082,0.088489905,0.064180262,0.048665948,0.034504764,22.69100571,9.802362442,30.37948418,125.2649002,32.17892838,141.6940155,38.63518906,5.227244377,2.107174635,702794235136442368,0.014571,0.000181915,0.999384999,4.0,2.0,165.451004,8.156040192,-0.220889002,14.427,0.114,12.352,,11.952,,0,0,0,0,0,0,0,0,NGC3650,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.991302490,59.140491485,53.426491,0.1970093995,0.2930009961,0.0488378815,9.8999996185,35.243999481,3.9600000381,12.276,13.1420413773,6.732,13.2390447272,110.816240984,0.2930009961,59.140491485
K0404,NGC3652,NGC3652,170.6626169,37.76510574,68.54065444,177.6525525,31.19,32.47,N,0.0211,0.0005,-19.74,1.39,587739099132067861,4504,40,6,96,21,3,1125934535151632,17.2339592,14.23394775,13.11789036,12.78808594,12.62909317,12.6271553,0.109681681,0.080702737,0.058532357,0.044383314,0.031468324,30.98037338,14.46322632,35.63103104,171.219696,56.69603348,170.5826721,58.93221283,7.428852558,1.271939874,573594078499831808,0.00669609,0.000100466,0.990835011,3.0,2.0,-9999.0,-9999.0,0.287633985,15.033,0.104,13.394,,14.179,0.121,0,0,0,0,0.25,0.21,2.38,6.03,NGC3652,0,0,53446,2037,505,3.08,0.138,7.76,7.74,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,13.280608177,161.30662536,-27.666374,6.2287459373,0.6501311659,0.0829116851,17.423999786,55.439998626,4.3559999465,13.464,12.589214977,10.692,12.6905367777,111.460434337,0.6501311659,161.30662536
K0405,UGC06397,FIRSTJ112302.0+342952,170.7587934,34.4976952,69.69306441,186.2425779,92.04,34.82,N,0.0232,0.0007,-21.08,2.85,587739295626559638,4550,40,4,92,150,3,36775792656,16.38284874,16.69945145,14.7324543,13.79877663,13.34862804,13.1061554,0.118510991,0.087199256,0.063244179,0.047956143,0.034001503,13.41230011,6.279788017,17.85137367,153.8627472,25.21213341,166.4134674,31.49069595,3.336913347,1.928798437,591328148184891392,0.020828901,0.000171389,0.998278022,4.0,2.0,147.8443298,8.544415474,-0.230575994,13.107,0.065,12.199,0.054,11.712,0.040,0,0,0,0,0.25,0.76,1.10,2.88,FIRSTJ112302.0+342952,0,0,53713,2100,361,3.56,0.137,1.97,0.00,109.1,,,,,,,,,,,,,,,,,,,,,,,,,,13.400147438,10.622727394,2.149734,1.1645950079,0.3562117218,0.0486163049,7.9200000762,40.391998291,2.7720000743,8.712,13.6355776244,5.1481,13.7303764351,94.6863301628,0.3562117218,10.622727394
K0406,NGC3656,NGC3656,170.9110312,53.84212834,58.78227526,148.1138608,42.46,33.14,N,0.0149,0.0004,-20.80,2.52,587733080272601104,3103,40,3,101,16,3,1266672023769176,16.86388588,14.9432869,13.09639835,12.38242245,12.0259304,11.83731937,0.076913714,0.056592379,0.041045513,0.031123571,0.022066999,31.45606232,13.77699566,34.63874054,121.786293,94.30683136,136.3557739,97.19268036,5.660186291,3.620680332,0,0.00957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,2.39,5.45,NGC3656,0,0,52707,1013,147,16.89,0.138,5.98,2.83,178.6,,,,,,,,,,,,,,,,,,,,,,,,,,12.756664276,153.82141113,-38.541588,10.486878395,0.8852794766,0.0204612463,17.027999877,67.716003418,5.9400000572,11.0881,12.2630766751,10.692,12.3015916951,139.055647861,0.8852794766,153.82141113
K0407,UGC06414,UGC06414,171.0214121,24.61543587,70.21615622,215.3184914,111.69,35.24,N,0.0182,0.0001,-20.63,2.67,587741829659623532,5140,40,4,128,108,3,158435169669136,16.88960838,17.37914848,15.58700943,14.66264153,14.17361641,13.88061619,0.093831711,0.069040477,0.050073914,0.037969533,0.026920874,15.30054379,6.113973141,21.03849411,111.9345474,14.53066158,135.0708923,16.38924408,4.474992752,0.903950214,703075608573247488,0.025568301,0.000167421,0.999206007,3.0,2.0,136.0,6.0,-0.258578002,15.028,0.108,13.860,0.142,12.661,,0,0,0,0,0,0,0,0,UGC06414,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,14.380476951,56.512664794,50.43866,0.0310669858,0.1484141647,0.0103820385,6.7319998741,29.304000854,1.5839999914,8.712,14.576095814,3.96,14.6997729757,105.944250585,0.1484141647,56.512664794
K0408,NGC3668,NGC3668,171.3768705,63.44630225,51.08719871,138.0395514,50.35,33.51,N,0.0097,0.0002,-21.13,2.37,587729153595932708,2189,40,1,58,36,3,1125900175413264,16.03996468,14.79956627,13.05009747,12.40690613,12.06133461,11.92560959,0.050404016,0.037086796,0.026898438,0.020396272,0.014461211,34.75839996,14.2885046,33.67247772,143.7204285,78.39198303,151.420517,83.88273621,4.496057034,2.267502546,168264153977323520,0.011532,9.56e-05,0.999541998,4.0,2.0,-9999.0,-9999.0,0.024528001,13.258,,12.588,,13.610,0.100,0,0,0,0,0.25,0.25,1.19,4.24,NGC3668,0,0,52059,0597,281,0,0,0,0,0,-18.050404,-19.67879,-20.317139,-20.668558,-20.79142,-21.478104,-21.60757,-21.377907,0.00703823379745793,0.00642021309072461,0.00638792406393597,0.00631536361874377,0.00631097466503398,0.00643806513738155,0.00666965200290317,0.00693432274099354,20.18448,35.614403,14.945504,33.76729,3.1004126,18.261236,6180.3457,GALAXY,STARFORMING,12.167365074,140.27113342,-53.528866,1.9587237834,0.6558420658,0.0170846469,15.840000152,39.203998565,5.9400000572,12.276,12.4095444859,10.692,12.3734145192,122.698789775,0.6558420658,140.27113342
K0409,UGC06433,UGC06433,171.382551,38.0605757,68.93871154,176.2695384,32.81,32.58,N,0.0174,0.0004,-18.04,1.28,588017977277743171,3900,41,1,303,67,3,1125934535151704,18.18750763,15.91376972,14.90028667,14.59145546,14.57701397,14.6990366,0.088390693,0.065037034,0.047170281,0.035767797,0.025359813,31.67405319,12.86641216,28.724123,123.6745071,32.39575195,126.7934418,36.35698318,3.586070299,2.828572512,573594078822793216,0.00703027,7.69e-06,0.980946004,6.0,2.0,-9999.0,-9999.0,0.849609017,0,0,0,0,0,0,0,0,0,0,0.42,0.25,0.67,1.01,UGC06433,0,0,53446,2037,582,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,14.202136039,82.064651489,72.723648,1.6353002786,0.2999186813,0.0586842931,14.255999565,38.807998657,5.5440001487,10.692,14.3067330326,6.732,14.196982997,134.241894023,0.2999186813,82.064651489
K0410,NGC3674,NGC3674,171.6108389,57.04835576,56.49235506,143.853326,31.48,32.49,N,0.0140,0.0010,-20.09,2.60,587731891113033784,2826,40,4,246,56,3,2416054288,14.69236851,15.06870842,13.22336578,12.43575191,12.01603508,11.74092674,0.071383595,0.052523371,0.038094331,0.028885776,0.020480376,13.64706898,5.754017353,18.4086132,142.2106171,45.66279984,161.0010529,51.38137436,5.487186909,1.925851941,0,0.006731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NGC3674,3.803e-14,-0.6896,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.179692268,45.335971832,33.250977,1.2664806842,0.5196864604,0.0640620738,5.9400000572,27.719999313,1.5839999914,7.128,12.3594111478,5.1481,12.4620698627,116.913179844,0.5196864604,45.335971832
K0411,UGC06455,UGC06455,171.8412875,40.01305557,68.35220551,171.0605005,31.48,32.49,N,0.0196,0.0003,-17.97,2.46,587738948290019484,4469,40,5,381,156,3,68988047376,18.785923,17.08580971,15.11620426,14.57332897,14.45048618,14.58564854,0.10272751,0.075585924,0.054821219,0.04156927,0.02947313,30.51818085,13.64313126,29.27689743,104.2598801,42.38976669,115.1647491,45.91765594,5.876587868,1.844425082,562053561555353600,0.00674975,0.000182434,0.995078981,4.0,2.0,-9999.0,-9999.0,-0.0203075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UGC06455,0,0,53436,1996,517,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,14.368644714,89.590385437,80.780388,0.7751685976,0.4041830003,0.0052489913,14.255999565,32.868000030,5.9400000572,10.2961,14.4779620293,6.732,14.4992343639,99.0111352824,0.4041830003,89.590385437
K0412,NGC3683,NGC3683,171.8826981,56.87704834,56.71793119,143.8157087,25.94,32.07,N,0.0154,0.0002,-19.97,2.52,587735696440623158,3712,40,4,41,54,3,1196305426813016,15.89673233,14.69488716,12.95512295,12.14025784,11.73810768,11.45193005,0.079347081,0.058382828,0.042344097,0.032108247,0.022765147,30.61983299,13.8458271,31.3909874,139.1130829,73.73648834,148.7999573,83.25023651,6.1658144,3.733557463,368677357420019712,0.00576474,9.08e-05,0.99862498,3.0,2.0,-9999.0,-9999.0,-0.232242003,0,0,0,0,0,0,0,0,0,0,1.01,1.45,14.04,29.54,NGC3683,3.277e-15,0.1681,52762,1309,439,10.13,0.158,8.24,5.20,24.8,-17.04528,-18.667694,-19.484291,-19.88628,-20.168905,-20.943876,-21.207657,-21.095581,0.0193405416821552,0.0191092319432138,0.0191048644997038,0.0191014443709973,0.0191183913265518,0.0193993616213273,0.0195037040654613,0.0195037040654613,19.857082,32.4189,14.969813,33.12856,1.8800077,12.717758,5027.99,GALAXY,STARFORMING,11.831170082,139.25907897,-52.674919,0.6775460839,0.2786988019,0.0494915992,15.444000244,42.372001647,5.9400000572,15.84,12.1916472256,10.2961,12.1581787979,129.609561452,0.2786988019,139.25907897
K0413,NGC3682,SDSSJ112742.08+663522.2,171.9216643,66.58985112,48.47812731,135.2993195,22.28,31.74,N,0.0096,0.0007,-19.53,2.10,587725551210266647,1350,40,3,335,23,3,34628309008,14.94273376,14.35934734,12.93808556,12.23847675,11.8712616,11.66558933,0.048984684,0.036042463,0.026141001,0.019821931,0.014053996,20.01061249,8.226912498,27.96900368,139.4326477,82.45244598,156.6235352,88.39181519,6.646420479,2.663064718,0,0.005066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.407,0.058,11.637,0.078,11.316,0.049,0,0,0,0,0.25,0.30,3.53,7.95,SDSSJ112742.08+663522.2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11.836535453,108.02848053,-85.468521,2.0538496971,0.5714530348,0.0281671620,12.276000022,55.835998535,3.1679999828,8.712,12.144021923,7.524,12.136210577,183.02685607,0.5714530348,108.02848053
