#CALIFA_ID,ned_name,ppak_file,ra,dec,b,l,d_Mpc,modz,INFOmodz,IRSA_E(B-V),e_IRSA_E(B-V),Mr,u-r,objID,run,rerun,camcol,field,obj,type,flags,fiberMag_r,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,petroRad_r,petroR50_r,petroR90_r,isoA_g,isoB_g,isoA_r,isoB_r,isoAgrad_r,isoBgrad_r,specObjID,z,zErr,zConf,zStatus,specClass,velDisp,velDispErr,eClass,J,eJ,H,eH,K,eK,FUV,eFUV,NUV,eNUV,Fnu_12,Fnu_25,Fnu_60,Fnu_100,NEDNAME,CHANDRA_flux_aper_b,CHANDRA_hard_hs,mjd,plate,fiberid,FIRST_flux_int,FIRST_e_flux_int,FIRST_MajAx,FIRST_MinAx,FIRST_PosAng,abs_U,abs_G,abs_R,abs_I,abs_Z,abs_J,abs_H,abs_K,eabs_U,eabs_G,eabs_R,eabs_I,eabs_Z,eabs_J,eabs_H,eabs_K,MU50R,PETROTHETA,PETROTH50,PETROTH90,SERSIC_N,SERSIC_TH50,SERSIC_FLUX,CLASS,SUBCLASS,int_r_mag,PA,PA_align,PA_err,BA,BA_err,re,r90,r20,hlma,el_mag,hlr,circ_mag,sky,ba2,pa2
K0173,UGC04190,UGC04190,120.7397158,16.29931199,22.96972445,205.7312584,72.44,34.30,N,0.0351,0.0018,-21.25,2.76,587739376154837059,4569,40,2,56,67,3,68988571664,15.46611595,16.00116348,13.9770155,13.15116119,12.70725441,12.42312241,0.187019512,0.137607187,0.099804208,0.075678505,0.053657006,13.91019154,5.729241371,19.12718391,112.8066406,38.26065445,133.1132355,44.31476974,5.817733288,2.794435263,585978593624981504,0.0162047,0.000175559,0.999532998,4.0,2.0,172.7008057,4.790054798,-0.184835002,12.651,0.065,11.863,0.086,11.533,0.061,0,0,0,0,0,0,0,0,UGC04190,0,0,53357,2081,124,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.798161506,63.625679016,32.300674,1.3525151014,0.3411209583,0.0360588170,7.1279997825,36.827999115,1.9800000190,7.524,13.0560747872,4.7521,13.1162904768,167.807998408,0.3411209583,63.625679016
K0174,UGC04197,UGC04197,120.8563635,10.05052707,20.50772122,211.9166343,66.99,34.13,N,0.0239,0.0012,-20.70,2.94,587742009505611965,5182,40,3,40,189,3,1284332929028112,16.58994102,16.49673271,14.27050495,13.49357605,13.01444149,12.74431992,0.12756601,0.093861856,0.068076447,0.051620308,0.036599442,28.11563683,10.67128944,30.18282127,156.5077515,26.69942093,183.0765076,28.31842232,1.856166124,1.470945358,680837537501020160,0.0152621,0.000161283,0.999375999,4.0,2.0,107.711441,4.919510365,-0.206462994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UGC04197,0,0,53794,2418,082,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13.275666236,151.71487426,-48.537125,0.1303549259,0.1738426983,0.0102691967,11.088000297,34.451999664,3.5639998912,13.861,13.4113676354,6.732,13.4979945069,129.167659239,0.1738426983,151.71487426
K0175,UGC04210,UGC04210,121.2725104,25.06258473,26.60308846,196.9264742,72.78,34.31,N,0.0381,0.0020,-19.64,2.25,588297863635140914,3530,42,2,24,306,3,1125934535151632,18.02219772,17.12355614,15.38665009,14.78205872,14.49713707,14.307868,0.201799586,0.148482218,0.10769169,0.081659347,0.057897493,19.69677353,8.251830101,19.95876312,116.7963867,18.67870903,121.1621017,20.98470879,2.931977272,0.980204761,339403562897375232,0.0168033,0.000105125,0.950469017,3.0,2.0,-9999.0,-9999.0,-0.033882499,14.414,,13.617,,14.602,0.148,0,0,0,0,0,0,0,0,UGC04210,0,0,52670,1205,08,0,0,0,0,0,-16.791204,-18.372068,-18.973137,-19.2092,-19.3525,-19.992622,-20.276697,-20.087055,0.0269369121355638,0.00215317265469006,0.0038951295572675,0.00322993451630762,0.00787639417099573,0.00367121265587418,0.0050836377881641,0.00541193219563334,21.30737,21.197659,9.030918,21.056435,1.4429821,7.802885,589.96924,GALAXY,STARFORMING,14.597253799,78.182960510,36.424957,0.2457960098,0.2253458201,0.0481805987,8.7119998931,26.927999496,3.1679999828,7.92,14.7211730453,4.356,14.6984179733,183.567430321,0.2253458201,78.18296051
K0176,UGC04195,UGC04195,121.278753,66.78303386,31.99970135,149.1017308,68.55,34.18,N,0.0549,0.0011,-21.00,2.80,758878272442335430,5060,648,5,176,198,3,103347785744,16.88575935,16.26626205,14.0317955,13.33125114,13.00213242,12.90739536,0.290985137,0.214104101,0.155286163,0.117748789,0.083485357,30.79148293,14.87031078,29.7998333,129.8162842,67.89861298,132.9569397,70.78961945,4.008896351,1.88391912,0,0.01644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.33,0.25,0.42,2.42,UGC04195,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13.164138793,106.92142486,-69.647575,85.525054931,0.6158435940,0.0064209001,15.048000335,30.888000488,5.9400000572,11.0881,13.2522375162,9.108,13.2192121599,127.303967804,0.615843594,106.92142486
K0177,NGC2522,NGC2522,121.5560118,17.70657637,24.23378199,204.6443793,68.55,34.18,N,0.0592,0.0034,-21.65,2.87,587739377229168774,4569,40,4,65,134,3,71135531024,15.0890522,15.72102165,13.66387653,12.698699,12.18739605,11.8428812,0.3195225,0.235101625,0.170515299,0.129296601,0.091672897,16.32608414,6.606180191,21.2288208,104.0829468,47.11565018,118.5186005,58.57979202,5.342391968,3.314666271,541505384020443136,0.0157167,0.000223482,0.998372018,4.0,2.0,270.5732117,5.307893753,-0.239729002,13.943,0.035,13.148,0.086,11.111,,0,0,0,0,0,0,0,0,NGC2522,0,0,53319,1923,106,4.11,0.151,2.42,2.30,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,12.427994728,64.199928283,33.223923,0.5414221882,0.2816349864,0.0287254676,7.5240001678,34.847999572,1.9800000190,8.316,12.6978852718,5.1481,12.7245493832,165.354987667,0.2816349864,64.199928283
K0178,UGC04233,UGC04233,121.8219625,8.86905772,20.85757004,213.4950681,130.02,35.57,N,0.0235,0.0008,-21.41,3.04,587744873711534158,5849,40,2,34,78,3,103347785816,17.69095612,17.31594086,15.0546875,14.22132492,13.82865238,13.55630779,0.123888537,0.091156013,0.066113941,0.050132204,0.035544354,26.66760445,11.06553364,26.55311394,139.398468,20.78463745,152.029129,23.06738281,5.752637863,0.976469755,681120493943652352,0.0297358,0.000175316,0.998571992,4.0,2.0,106.9346848,11.26309872,-0.226245001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UGC04233,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,14.248047828,131.59140014,-66.285599,0.0577110201,0.1619447022,0.0119782481,9.1079998016,22.572000503,3.5639998912,12.276,14.1792352349,5.5445,14.3078088007,151.436307342,0.1619447022,131.59140014
K0179,NGC2530,NGC2530,121.9816865,17.81849704,24.65126609,204.7000433,73.11,34.32,N,0.0471,0.0014,-20.92,1.93,587739407293612257,4576,40,4,60,225,3,1125968895676432,17.23148918,15.57105446,13.98953152,13.53020477,13.31977749,13.50520992,0.243248492,0.178979918,0.129811168,0.098431878,0.069789432,34.53866577,14.53536034,29.99550438,111.3161697,73.03794861,114.7153015,77.48871613,5.236583233,2.889600992,0,0.016772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.850,0.078,13.936,0.121,13.745,0.100,0,0,0,0,0.25,0.34,0.80,2.35,NGC2530,0,0,53357,2081,544,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13.178688049,137.92967224,-72.951324,67.591018676,0.7973048686,0.0387988835,17.027999877,36.431999206,6.7319998741,8.712,13.26063158,7.92,13.2876481829,194.779864243,0.7973048686,137.92967224
K0180,UGC04240,UGC04240,122.0255349,14.83774541,23.52924153,207.7255042,123.59,35.46,N,0.0310,0.0009,-21.20,2.77,587741490352226845,5061,40,4,52,541,3,36775792656,17.10654449,17.20134354,15.19413376,14.3506813,13.89160252,13.61374283,0.168121636,0.123702303,0.089719228,0.068031378,0.048235092,20.64059639,8.357463837,24.49727058,108.6457672,25.62325096,122.2123489,29.54205322,5.653538704,1.572530746,638615811317039104,0.028536901,0.000178818,0.998669028,4.0,2.0,163.1207123,8.932799339,-0.271497011,13.793,0.069,12.913,0.056,12.251,0.063,0,0,0,0,0.49,0.75,0.40,1.35,UGC04240,0,0,53682,2268,406,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,14.096552848,23.925733566,-2.650269,0.2978270053,0.2524829804,0.0038868659,9.1079998016,34.055999755,2.7720000743,9.108,14.2704488094,5.1481,14.3404678982,121.871634013,0.2524829804,23.925733566
K0181,UGC04245,UGC04245,122.1909594,18.19420994,24.97752627,204.3996856,75.86,34.40,N,0.0401,0.0019,-20.81,2.36,587739377229496527,4569,40,4,70,207,3,158364302708752,16.941185,16.17405128,14.42456627,13.70778561,13.34682178,13.14038849,0.219497666,0.161504284,0.117136382,0.088820972,0.062975176,21.07261467,9.667438507,24.70746994,119.3926468,36.01584625,145.1797943,39.70183563,11.31607533,1.653135419,585978595629858816,0.0173641,0.000168243,0.999191999,4.0,2.0,97.35457611,7.120346546,-0.175493002,14.157,0.078,12.720,,12.474,,0,0,0,0,0.27,0.48,0.55,1.65,UGC04245,0,0,53357,2081,602,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13.405629158,135.56347656,-75.211525,1.3840504884,0.3605655133,0.0127538805,11.484000206,43.560001373,3.9600000381,9.5041,13.6044587865,5.94,13.7526102121,163.268222425,0.3605655133,135.56347656
K0182,UGC04258,SDSSJ081047.80+465443.9,122.6991446,46.91227547,32.63922144,172.6677919,45.29,33.28,N,0.0504,0.0014,-18.23,1.81,587725550659371050,1350,40,2,121,42,3,70371160231952,19.17940331,17.11965179,15.65824795,15.18988419,15.06175327,15.50201416,0.260595649,0.191743806,0.139068604,0.105451509,0.074766435,26.42583847,11.60881519,26.77501488,110.5993271,27.5510273,117.825531,29.83126068,6.660177231,1.079774141,123508880025059328,0.0104599,0.000107488,0.883212984,4.0,2.0,-9999.0,-9999.0,0.103295997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SDSSJ081047.80+465443.9,0,0,51884,0438,034,0,0,0,0,0,-15.759188,-17.058315,-17.495874,-17.598131,-17.11736,-16.694801,-16.74147,-16.308249,0.029951391886108,0.0152014135612054,0.0135820854249066,0.0157713965095313,0.0552364423533155,0.0270118522064875,0.0353184416655895,0.0807900752301022,22.415575,27.9985,11.820166,26.293367,1.4201925,12.881403,558.13135,GALAXY,STARFORMING,14.959713935,176.19685363,-59.716145,0.1877869665,0.2874983549,0.0065383925,12.276000022,30.888000488,5.1479997634,8.316,14.993365509,4.7521,15.0236036707,165.558552995,0.2874983549,176.19685363
K0183,NGC2540,NGC2540,123.1935364,26.36177728,28.65790146,196.1599486,90.78,34.79,N,0.0344,0.0009,-21.45,1.99,587734621627940968,3462,40,2,85,104,3,1284298569289744,16.90603638,15.50948811,13.99482918,13.43320465,13.15786839,13.09089851,0.176542342,0.129898176,0.094212994,0.071438864,0.050651044,27.38972664,12.3191824,26.72134781,109.3683472,56.41665268,116.5681534,62.67773438,4.377532482,2.3325243,339685038180270080,0.0209458,9.82e-05,0.998084009,3.0,2.0,-9999.0,-9999.0,0.016773,14.234,0.071,13.379,0.095,13.191,0.042,0,0,0,0,0.25,0.44,1.09,2.50,NGC2540,0,0,52670,1206,081,4.38,0.140,10.62,7.96,95.5,-18.782259,-20.119385,-20.66605,-20.920692,-20.930706,0,0,0,0.00291478650791962,0.00242673563772914,0.00242261700973669,0.00244528479645156,0.00255791732325207,,,,20.819279,27.78886,12.784471,26.71387,5.9033337,12.11178,940.0231,GALAXY,STARFORMING,13.241360664,171.11470031,-49.854301,3.0679194927,0.7146504521,0.0584720559,12.671999931,30.096000671,5.5440001487,8.712,13.3674042528,7.524,13.4164920052,187.967210075,0.7146504521,171.11470031
K0184,NGC2543,NGC2543,123.2413576,36.25463163,31.3061126,185.1492546,36.64,32.82,N,0.0685,0.0012,-20.46,2.66,587731886272413783,2825,40,3,112,87,3,34628309008,15.91904068,15.37915039,13.20945454,12.55401611,12.16360664,12.08112144,0.354364306,0.260737896,0.189108878,0.143395528,0.101669222,43.14103699,18.05044174,37.83042145,169.7634735,79.700737,186.3212128,78.89398956,12.26330376,1.272995234,251300643371745280,0.00822819,9.57e-05,0.998646021,3.0,2.0,-9999.0,-9999.0,0.00846366,12.863,0.048,12.095,0.081,11.619,0.054,16.54165,0.005264109,-999.0,-999.0,0.25,0.33,2.78,6.14,NGC2543,0,0,52378,0892,560,7.73,0.147,3.56,3.49,142.2,-16.891369,-19.098454,-19.70533,-20.05679,-20.097294,-20.717634,-20.9996,-20.834732,0.0206328197226153,0.0191368529169807,0.0191724984773681,0.0191724058464718,0.0192082217335651,0.0195099993429032,0.0196347003273497,0.0198247201334346,20.670254,42.333344,20.527985,38.101776,5.9033337,29.75041,4909.574,GALAXY,STARFORMING,12.153031349,96.241470336,47.82547,3.3152222633,0.5987157225,0.0102121243,23.760000228,51.083999633,7.5240001678,15.048,12.3808751652,11.484,12.4969929652,133.670084226,0.5987157225,96.241470336
K0185,UGC04280,UGC04280,123.6389345,54.7995639,33.68387335,163.2989659,50.12,33.50,N,0.0424,0.0003,-20.03,2.33,587738065658249278,4264,40,1,137,62,3,70403372486672,16.59182167,16.01865578,14.31003857,13.58841896,13.2050724,12.98314285,0.218396381,0.160693973,0.11654868,0.08837533,0.062659211,17.36874008,7.772194386,20.09110069,108.3779221,31.44899559,122.0883484,34.93589783,5.357861042,1.378084302,526868964119150592,0.0117091,1.55e-05,0.996905982,6.0,2.0,-9999.0,-9999.0,-0.0577229,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.67,1.47,UGC04280,0,0,53384,1871,038,1.46,0.144,3.33,2.83,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,13.400633812,54.331031799,-4.162964,1.3242986202,0.3804945349,0.0178395360,7.5240001678,24.156000137,2.7720000743,9.108,13.5212775222,5.94,13.6160021273,117.799641305,0.3804945349,54.331031799
K0186,IC2247,IC2247,123.9962409,23.19961777,28.33359599,199.8339514,62.52,33.98,N,0.0526,0.0025,-20.33,3.16,588016878289027110,3644,41,2,90,38,3,1125936682635280,16.707201,17.0777607,14.63949585,13.78979111,13.30004025,12.99368858,0.271079928,0.199458033,0.144663602,0.109694026,0.077774435,28.97284889,10.20634365,31.04460716,145.7063751,25.97656631,154.1885986,31.39657402,3.214795113,1.756727457,446365308672802816,0.0144204,0.000186336,0.995968997,4.0,2.0,102.7919312,7.379270077,-0.265675992,13.181,0.060,12.295,0.048,11.909,0.066,0,0,0,0,0.25,0.33,1.38,3.22,IC2247,0,0,52962,1585,126,6.11,0.137,6.05,2.70,143.3,,,,,,,,,,,,,,,,,,,,,,,,,,13.380735397,4.1201043129,-32.447891,0.2964665591,0.1838333010,0.0183108951,12.671999931,40.391998291,3.9600000381,13.464,13.6343523022,6.732,13.6043427926,140.870617332,0.183833301,4.1201043129
K0187,UGC04308,UGC04308,124.3574994,21.68548662,28.13576548,201.5794882,52.48,33.60,N,0.0390,0.0003,-20.82,3.86,587738946660139120,4469,40,2,87,112,3,1143561081196560,16.80148125,16.84159088,13.57617378,12.88531685,12.70738506,12.82450676,0.20133251,0.148138538,0.107442431,0.08147034,0.057763487,47.39971924,18.87430954,38.92768097,137.9043427,89.05838776,140.1710052,101.9719696,3.153361082,3.451658249,0,0.011895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.428,0.070,13.638,0.057,13.380,0.071,0,0,0,0,0.25,0.37,1.10,3.05,UGC04308,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.449764251,145.12309265,-69.266907,3.9592521190,0.7587274909,0.0359345898,22.572000503,49.104000091,10.692000389,13.0681,12.8680911508,12.672,12.753163014,118.817841955,0.7587274909,145.12309265
K0188,NGC2553,NGC2553,124.3958317,20.90306246,27.89778614,202.4247569,68.87,34.19,N,0.0373,0.0003,-21.05,2.67,587739153892311210,4517,40,4,87,170,3,35255508144148,15.65726662,15.9943676,14.06752396,13.23924541,12.80952168,12.58516598,0.191522941,0.140920758,0.102207489,0.077500843,0.054949064,17.30425835,7.071613789,22.76135826,105.5273132,52.51099014,136.5705566,58.90022278,8.243634224,1.716406584,542068370304925696,0.0156041,0.00017982,0.99929601,4.0,2.0,171.4062042,4.013288498,-0.153404996,12.914,0.054,12.308,0.050,12.015,0.063,0,0,0,0,0,0,0,0,NGC2553,0,0,53327,1925,576,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.971281051,67.315429687,35.131424,10.977515220,0.6927341222,0.0113653289,7.9200000762,34.847999572,1.9800000190,6.732,13.2012255026,5.5445,13.2478068682,124.357214617,0.6927341222,67.315429687
K0189,NGC2554,NGC2554,124.4729443,23.47218384,28.83678681,199.7057174,60.81,33.92,N,0.0537,0.0025,-22.11,2.86,588016839634255975,3635,41,2,89,103,3,193619542282256,14.84264183,14.95715904,12.82379627,11.96369171,11.52636147,11.31520653,0.292762101,0.215411574,0.156234443,0.118467852,0.083995178,28.50082016,11.41117191,33.91327667,133.386673,102.5876465,141.7581787,118.1639633,3.908848524,3.808188915,0,0.01378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.085,0.065,11.447,0.049,11.031,0.067,0,0,0,0,0.25,0.36,0.52,2.17,NGC2554,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11.541691780,14.441621780,-21.96138,5.2255926132,0.7452380061,0.0156440772,16.236000061,58.608001709,3.9600000381,9.9,11.972718608,8.316,12.0596879894,135.259331716,0.7452380061,14.44162178
K0190,UGC04262,UGC04262,124.7615894,83.26646566,29.45667542,130.1092563,79.07,34.49,N,0.0381,0.0019,-21.37,2.98,758882136840142925,5960,648,3,191,77,3,68988047376,16.25045204,16.30135155,13.94646549,13.22640038,12.87975979,12.92608929,0.203754753,0.149920806,0.108735077,0.082450517,0.058458444,29.0603714,12.10380173,29.84000587,134.4208527,71.03760529,142.3999023,75.4336319,4.594880104,2.280491829,0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.386,0.048,12.750,0.057,12.499,0.059,0,0,0,0,0,0,0,0,UGC04262,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.896347045,136.11947631,-29.959524,1.6054385900,0.7065649032,0.0348427034,14.255999565,41.976001739,3.9600000381,9.108,13.0934492598,4.356,13.8856656251,139.086530712,0.7065649032,136.11947631
K0191,NGC2558,NGC2558,124.8031677,20.51072781,28.1168081,202.9923626,72.78,34.31,N,0.0485,0.0013,-21.55,2.88,587739114700275742,4508,40,3,80,30,3,68988047376,15.53987789,15.88768005,13.66394711,12.89305401,12.49515629,12.34758377,0.255798817,0.188214332,0.136508733,0.103510439,0.073390193,34.59075928,11.68681335,30.20329475,120.4811935,78.76725769,132.4921722,83.50572205,6.560979843,2.111736774,542631293288972288,0.0166327,0.000191213,0.998023987,4.0,2.0,176.5846405,3.883824587,-0.193281993,12.933,0.054,12.207,0.047,11.714,0.044,0,0,0,0,0,0,0,0,NGC2558,1.610e-14,-0.0722,53321,1927,290,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.537286758,11.347940444,-20.762054,1.4316724538,0.6337049007,0.0257042143,15.444000244,46.332000732,2.7720000743,9.5041,12.8269186248,8.316,12.7958734356,134.5708231,0.6337049007,11.347940444
K0192,NGC2565,NGC2565,124.951253,22.03144636,28.77183317,201.423626,52.72,33.61,N,0.0476,0.0004,-20.89,2.26,587738946660401276,4469,40,2,91,124,3,68988833808,14.67552376,15.22499752,13.72111797,12.84970188,12.45386696,12.16729069,0.245411828,0.18057169,0.13096565,0.099307284,0.070410103,9.250409126,4.000378609,13.77067184,153.1202393,56.09098816,159.0553894,62.20100403,2.417059422,2.12849617,0,0.012027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.025,0.051,11.374,0.047,11.094,0.060,0,0,0,0,0.25,0.34,0.74,2.12,NGC2565,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.234686851,20.971851348,-13.219147,0.7308415770,0.4615675807,0.0132476789,7.5240001678,38.411998748,1.5839999914,9.108,12.3538411712,6.336,12.4737446935,110.286273461,0.4615675807,20.971851348
K0193,UGC04323,UGC04323,125.0828724,66.98205247,33.45636013,148.644781,57.28,33.79,N,0.0344,0.0008,-21.00,2.83,758878272979861540,5060,648,6,186,36,3,34628309040,15.31959915,15.79546833,13.69441128,12.88366127,12.47217751,12.27357483,0.181088194,0.133242965,0.096638918,0.07327836,0.051955272,16.57339668,6.811741829,22.16115379,107.6886368,74.17325592,124.3003998,80.48377228,6.253126621,3.269148827,0,0.013323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.514,0.049,11.734,0.043,11.320,0.051,0,0,0,0,0,0,0,0,UGC04323,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.43379879,43.248741149,50.029739,0.4161456227,0.6727694272,0.0143637405,10.295999527,47.916000366,2.3759999275,6.732,12.8219630106,6.336,12.8055850686,125.312288207,0.6727694272,43.248741149
K0194,NGC2572,NGC2572,125.3526244,19.14777736,28.11317474,204.6450404,115.35,35.31,N,0.0496,0.0013,-21.72,2.47,587739406758248597,4576,40,3,83,149,3,34628833296,16.51870537,16.32002449,14.55276012,13.72608089,13.28648758,13.04327488,0.259851068,0.19119595,0.138671249,0.105150223,0.074552812,16.32895851,7.204335213,19.46692467,99.91834259,36.46082687,116.8353729,42.4001503,5.207437515,2.077572584,586260074872176640,0.0265812,0.000179504,0.998610973,4.0,2.0,178.914917,7.76765728,-0.208808005,13.615,0.066,12.981,0.055,12.656,0.079,0,0,0,0,0,0,0,0,NGC2572,0,0,53358,2082,595,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13.496603012,139.48713684,-70.415863,69.710884094,0.4885206520,0.0145519822,7.5240001678,26.531999588,2.7720000743,7.128,13.6366938579,5.1481,13.6961344866,198.767883224,0.488520652,139.48713684
K0195,NGC2577,NGC2577,125.6810189,22.55306741,29.58292365,201.1202866,31.62,32.50,N,0.0519,0.0015,-20.48,2.72,587738946660794449,4469,40,2,97,81,3,1284300716773392,14.95192242,15.01166916,13.00871277,12.16340923,11.69900131,11.42041206,0.277154505,0.203927651,0.147905335,0.112152137,0.079517268,21.49515533,8.786547661,27.03458405,124.1748962,73.86141968,137.5044708,85.25933838,4.554549694,4.007975578,0,0.007055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.012,0.056,11.396,0.059,10.970,0.061,0,0,0,0,0,0,0,0,NGC2577,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11.859438896,137.71047973,-76.173523,0.3248695433,0.5139205455,0.0176827739,11.088000297,48.312000274,3.1679999828,8.712,12.2203005287,7.524,12.2068552125,118.591813097,0.5139205455,137.71047973
K0196,UGC04375,UGC04375,125.7968451,22.66465076,29.72077783,201.0399032,31.62,32.50,N,0.0453,0.0024,-19.82,3.10,587738946660860019,4469,40,2,98,115,3,70472092225624,17.17465401,16.0078907,14.34780216,12.80109215,12.42253876,12.33550835,0.23371163,0.171962798,0.124721773,0.094572738,0.067053251,38.7415657,17.52634048,36.88532639,110.5093689,54.8883934,163.2843933,84.68068695,6.998682499,2.213151932,0,0.006871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.941,0.078,14.376,0.092,13.974,0.111,0,0,0,0,0,0,0,0,UGC04375,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.322285652,31.451080322,-2.38092,0.8716010451,0.6869145631,0.0157622545,22.968000412,51.875999450,9.8999996185,13.861,12.650634872,11.88,12.6574169833,118.027044737,0.6869145631,31.451080322
K0197,IC2341,IC2341,125.9226736,21.43487975,29.4176475,202.4167507,74.82,34.37,N,0.0481,0.0009,-21.18,2.42,587739153356095622,4517,40,3,97,134,3,103347785744,15.76335907,15.8618145,14.10703278,13.32389069,12.92598057,12.68297577,0.252490699,0.185780257,0.134743333,0.102171794,0.072441071,15.69328594,6.296300411,20.3582077,97.8343277,47.70310974,118.6866302,54.11697388,7.877682209,2.175159931,542631294253662208,0.0171635,0.000167754,0.999467015,4.0,2.0,153.2816772,4.142744064,-0.110597,12.967,0.053,12.309,0.047,12.049,0.062,0,0,0,0,0,0,0,0,IC2341,8.418e-15,-0.3071,53321,1927,520,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13.041593551,34.277854919,2.575851,0.4130002558,0.5531272888,0.0180829782,7.1279997825,33.659999847,1.9800000190,6.732,13.2204440315,5.1481,13.321060268,134.115310628,0.5531272888,34.277854919
K0198,UGC04386,UGC04386,126.0068296,21.02717071,29.35164332,202.8871801,67.61,34.15,N,0.0400,0.0014,-21.18,3.26,587739152819159252,4517,40,2,96,212,3,70472091963408,16.34875107,16.4434185,13.94211197,13.0834446,12.56430626,12.31347466,0.208212525,0.15320079,0.111114003,0.084254377,0.059737403,35.05071259,13.61218262,37.09417725,163.1417236,42.41466522,172.2565918,49.74713516,3.118553638,2.277052402,586541553065918464,0.0155064,0.000176805,0.998475015,4.0,2.0,141.630188,6.084668636,-0.291828007,13.218,0.072,12.470,0.056,12.053,0.072,0,0,0,0,0.30,0.34,0.66,2.65,UGC04386,0,0,53359,2083,338,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.781944274,54.028392791,22.27739,0.2287480533,0.1891324371,0.0174194741,15.444000244,44.748001098,4.3559999465,15.84,13.0879808569,7.92,13.0657622192,131.562053392,0.1891324371,54.028392791
K0199,IC2361,IC2361,126.4354114,27.87456888,31.86048689,195.4683028,31.48,32.49,N,0.0361,0.0011,-18.80,2.04,587735241172516982,3606,40,4,17,118,3,1125936682635280,17.57691002,15.92286301,14.43870544,13.7955637,13.46874428,13.38560486,0.192272946,0.141472608,0.102607727,0.077804334,0.055164244,22.97994614,10.51849079,25.54817581,113.3824692,35.61882782,130.5502014,40.39080811,6.306206226,1.626839995,356856138530029568,0.00697024,9.97e-05,0.990146995,3.0,2.0,-9999.0,-9999.0,0.128535002,0,0,0,0,0,0,0,0,0,0,0.39,0.30,0.42,1.32,IC2361,0,0,52932,1267,436,0,0,0,0,0,-16.037748,-17.361599,-17.987663,-18.295956,-18.356236,-18.740696,-18.794704,-18.698338,0.0234390226208835,0.0225298599498846,0.0225473398310257,0.0225331831541742,0.0231313169024187,0.0234485853187094,0.0250909024577869,0.0246455434806906,20.833471,22.953655,10.434648,24.976791,2.2856205,16.54929,1909.0236,GALAXY,STARBURST,13.601010322,112.45141601,75.171417,0.8850626349,0.3303144574,0.0170460697,11.088000297,31.680000305,4.7519998550,11.484,13.7348821744,7.128,13.8142264747,110.085803031,0.3303144574,112.45141601
